Index,Year,Country,UNIT,Indicator,Value
,2008,Serbia,"Current prices, million euro",Employers' social contributions,:
,2008,Serbia,"Current prices, million euro","Operating surplus and mixed income, gross",:
,2008,Serbia,"Current prices, million euro",Taxes on production and imports less subsidies,:
,2008,Serbia,"Current prices, million euro",Taxes on production and imports,:
,2008,Serbia,"Current prices, million euro",Subsidies,:
,2008,Serbia,"Current prices, million euro",Taxes less subsidies on products,"5,367.00"
,2008,Serbia,"Current prices, million euro",Taxes on products,"5,996.30"
,2008,Serbia,"Current prices, million euro",Subsidies on products,629.3
,2008,Serbia,"Current prices, million euro",Statistical discrepancy (production approach),:
,2008,Serbia,"Current prices, million euro",Statistical discrepancy (expenditure approach),:
,2008,Serbia,"Current prices, million euro",Statistical discrepancy (income approach),:
,2008,Serbia,"Current prices, million euro",Final consumption expenditure and gross capital formation,"42,138.10"
,2008,Serbia,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","51,951.80"
,2008,Turkey,"Current prices, million euro",Gross domestic product at market prices,"521,812.20"
,2008,Turkey,"Current prices, million euro","Value added, gross","464,560.90"
,2008,Turkey,"Current prices, million euro",Final consumption expenditure,:
,2008,Turkey,"Current prices, million euro",Final consumption expenditure of general government,"71,515.80"
,2008,Turkey,"Current prices, million euro",Individual consumption expenditure of general government,:
,2008,Turkey,"Current prices, million euro",Collective consumption expenditure of general government,:
,2008,Turkey,"Current prices, million euro",Household and NPISH final consumption expenditure,"321,502.20"
,2008,Turkey,"Current prices, million euro",Final consumption expenditure of households,:
,2008,Turkey,"Current prices, million euro",Final consumption expenditure of NPISH,:
,2008,Turkey,"Current prices, million euro",Actual individual consumption,:
,2008,Turkey,"Current prices, million euro",Gross capital formation,:
,2008,Turkey,"Current prices, million euro",Gross fixed capital formation,"140,095.20"
,2008,Turkey,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,:
,2008,Turkey,"Current prices, million euro",Changes in inventories,"10,895.90"
,2008,Turkey,"Current prices, million euro",Acquisitions less disposals of valuables,:
,2008,Turkey,"Current prices, million euro",Exports of goods and services,"119,110.20"
,2008,Turkey,"Current prices, million euro",Exports of goods,:
,2008,Turkey,"Current prices, million euro",Exports of services,:
,2008,Turkey,"Current prices, million euro",Imports of goods and services,"141,307.10"
,2008,Turkey,"Current prices, million euro",Imports of goods,:
,2008,Turkey,"Current prices, million euro",Imports of services,:
,2008,Turkey,"Current prices, million euro",External balance of goods and services,:
,2008,Turkey,"Current prices, million euro",External balance - Goods,:
,2008,Turkey,"Current prices, million euro",External balance - Services,:
,2008,Turkey,"Current prices, million euro",Compensation of employees,"134,844.50"
,2008,Turkey,"Current prices, million euro",Wages and salaries,:
,2008,Turkey,"Current prices, million euro",Employers' social contributions,:
,2008,Turkey,"Current prices, million euro","Operating surplus and mixed income, gross","330,199.40"
,2008,Turkey,"Current prices, million euro",Taxes on production and imports less subsidies,:
,2008,Turkey,"Current prices, million euro",Taxes on production and imports,:
,2008,Turkey,"Current prices, million euro",Subsidies,:
,2008,Turkey,"Current prices, million euro",Taxes less subsidies on products,"57,251.30"
,2008,Turkey,"Current prices, million euro",Taxes on products,:
,2008,Turkey,"Current prices, million euro",Subsidies on products,:
,2008,Turkey,"Current prices, million euro",Statistical discrepancy (production approach),:
,2008,Turkey,"Current prices, million euro",Statistical discrepancy (expenditure approach),:
,2008,Turkey,"Current prices, million euro",Statistical discrepancy (income approach),:
,2008,Turkey,"Current prices, million euro",Final consumption expenditure and gross capital formation,:
,2008,Turkey,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services",:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Gross domestic product at market prices,:
,2008,Bosnia and Herzegovina,"Current prices, million euro","Value added, gross",:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Final consumption expenditure,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Final consumption expenditure of general government,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Individual consumption expenditure of general government,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Collective consumption expenditure of general government,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Household and NPISH final consumption expenditure,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Final consumption expenditure of households,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Final consumption expenditure of NPISH,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Actual individual consumption,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Gross capital formation,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Gross fixed capital formation,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Changes in inventories,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Acquisitions less disposals of valuables,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Exports of goods and services,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Exports of goods,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Exports of services,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Imports of goods and services,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Imports of goods,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Imports of services,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",External balance of goods and services,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",External balance - Goods,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",External balance - Services,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Compensation of employees,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Wages and salaries,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Employers' social contributions,:
,2008,Bosnia and Herzegovina,"Current prices, million euro","Operating surplus and mixed income, gross",:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Taxes on production and imports less subsidies,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Taxes on production and imports,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Subsidies,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Taxes less subsidies on products,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Taxes on products,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Subsidies on products,:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Statistical discrepancy (production approach),:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Statistical discrepancy (expenditure approach),:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Statistical discrepancy (income approach),:
,2008,Bosnia and Herzegovina,"Current prices, million euro",Final consumption expenditure and gross capital formation,:
,2008,Bosnia and Herzegovina,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services",:
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Gross domestic product at market prices,"3,882.80"
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro","Value added, gross","3,290.90"
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Final consumption expenditure,"4,173.00"
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Final consumption expenditure of general government,660
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Individual consumption expenditure of general government,:
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Collective consumption expenditure of general government,:
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Household and NPISH final consumption expenditure,"3,513.00"
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Final consumption expenditure of households,"3,489.00"
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Final consumption expenditure of NPISH,24
,2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Actual individual consumption,"4,173.00"
